# LAMMPS data file written by OVITO

481 atoms
2 atom types
 0.000413685    65.455413685 xlo xhi
-0.590935087    21.549064913 ylo yhi
-0.699996656    24.300003344 zlo zhi

Masses

   1  12.011150 # C
   2   1.007970 # H

Atoms # full

1 1 1 0.0 0.710141 1.23 11.8000002
2 1 1 0.0 0.710141 3.6900001 11.8000002
3 1 1 0.0 0.710141 6.1500001 11.8000002
4 1 1 0.0 0.710141 8.6099997 11.8000002
5 1 1 0.0 0.710141 11.0699997 11.8000002
6 1 1 0.0 0.710141 13.5299998 11.8000002
7 1 1 0.0 0.710141 15.9899998 11.8000002
8 1 1 0.0 0.710141 18.4500008 11.8000002
9 1 1 0.0 0.710141 20.9099998 11.8000002
10 1 1 0.0 1.42028 0.0 11.8000002
11 1 1 0.0 1.42028 2.4600001 11.8000002
12 1 1 0.0 1.42028 4.9200002 11.8000002
13 1 1 0.0 1.42028 7.3800001 11.8000002
14 1 1 0.0 1.42028 9.8400002 11.8000002
15 1 1 0.0 1.42028 12.3000002 11.8000002
16 1 1 0.0 1.42028 14.7600003 11.8000002
17 1 1 0.0 1.42028 17.2199993 11.8000002
18 1 1 0.0 1.42028 19.6800003 11.8000002
19 1 1 0.0 2.84056 0.0 11.8000002
20 1 1 0.0 2.84056 2.4600001 11.8000002
21 1 1 0.0 2.84056 4.9200002 11.8000002
22 1 1 0.0 2.84056 7.3800001 11.8000002
23 1 1 0.0 2.84056 9.8400002 11.8000002
24 1 1 0.0 2.84056 12.3000002 11.8000002
25 1 1 0.0 2.84056 14.7600003 11.8000002
26 1 1 0.0 2.84056 17.2199993 11.8000002
27 1 1 0.0 2.84056 19.6800003 11.8000002
28 1 1 0.0 3.5507 1.23 11.8000002
29 1 1 0.0 3.5507 3.6900001 11.8000002
30 1 1 0.0 3.5507 6.1500001 11.8000002
31 1 1 0.0 3.5507 8.6099997 11.8000002
32 1 1 0.0 3.5507 11.0699997 11.8000002
33 1 1 0.0 3.5507 13.5299998 11.8000002
34 1 1 0.0 3.5507 15.9899998 11.8000002
35 1 1 0.0 3.5507 18.4500008 11.8000002
36 1 1 0.0 3.5507 20.9099998 11.8000002
37 1 1 0.0 4.97014 1.23 11.8000002
38 1 1 0.0 4.97014 3.6900001 11.8000002
39 1 1 0.0 4.97014 6.1500001 11.8000002
40 1 1 0.0 4.97014 8.6099997 11.8000002
41 1 1 0.0 4.97014 11.0699997 11.8000002
42 1 1 0.0 4.97014 13.5299998 11.8000002
43 1 1 0.0 4.97014 15.9899998 11.8000002
44 1 1 0.0 4.97014 18.4500008 11.8000002
45 1 1 0.0 4.97014 20.9099998 11.8000002
46 1 1 0.0 5.6802802 0.0 11.8000002
47 1 1 0.0 5.6802802 2.4600001 11.8000002
48 1 1 0.0 5.6802802 4.9200002 11.8000002
49 1 1 0.0 5.6802802 7.3800001 11.8000002
