# LAMMPS data file written by OVITO
201 atoms
2 atom types
0.0 48.2599983 xlo xhi
0.0 12.3000002 ylo yhi
0.0 10.0 zlo zhi

Masses

1  12.0107 # C
2  1.00794 # H

Atoms # full

1	1	1	0	0.7099046	1.23	5
2	1	1	0	0.7099046	3.6900003	5
3	1	1	0	0.7099046	6.1500001	5
4	1	1	0	0.7099046	8.6099997	5
5	1	1	0	0.7099046	11.0699997	5
6	1	1	0	1.4202918	0	5
7	1	1	0	1.4202918	2.4600001	5
8	1	1	0	1.4202918	4.9200002	5
9	1	1	0	1.4202918	7.3800006	5
10	1	1	0	1.4202918	9.8400002	5
11	1	1	0	2.8405836	0	5
12	1	1	0	2.8405836	2.4600001	5
13	1	1	0	2.8405836	4.9200002	5
14	1	1	0	2.8405836	7.3800006	5
15	1	1	0	2.8405836	9.8400002	5
16	1	1	0	3.550488	1.23	5
17	1	1	0	3.550488	3.6900003	5
18	1	1	0	3.550488	6.1500001	5
19	1	1	0	3.550488	8.6099997	5
20	1	1	0	3.550488	11.0699997	5
21	1	1	0	4.9702974	1.23	5
22	1	1	0	4.9702974	3.6900003	5
23	1	1	0	4.9702974	6.1500001	5
24	1	1	0	4.9702974	8.6099997	5
25	1	1	0	4.9702974	11.0699997	5
26	1	1	0	5.680202	0	5
27	1	1	0	5.680202	2.4600001	5
28	1	1	0	5.680202	4.9200002	5
29	1	1	0	5.680202	7.3800006	5
30	1	1	0	5.680202	9.8400002	5
31	1	1	0	7.1004934	0	5
32	1	1	0	7.1004934	2.4600001	5
33	1	1	0	7.1004934	4.9200002	5
34	1	1	0	7.1004934	7.3800006	5
35	1	1	0	7.1004934	9.8400002	5
36	1	1	0	7.8108812	1.23	5
37	1	1	0	7.8108812	3.6900003	5
38	1	1	0	7.8108812	6.1500001	5
39	1	1	0	7.8108812	8.6099997	5
40	1	1	0	7.8108812	11.0699997	5
41	1	1	0	9.2302075	1.23	5
42	1	1	0	9.2302075	3.6900003	5
43	1	1	0	9.2302075	6.1500001	5
44	1	1	0	9.2302075	8.6099997	5
45	1	1	0	9.2302075	11.0699997	5
46	1	1	0	9.9401122	0	5
47	1	1	0	9.9401122	2.4600001	5
48	1	1	0	9.9401122	4.9200002	5
49	1	1	0	9.9401122	7.3800006	5
50	1	1	0	9.9401122	9.8400002	5
51	1	1	0	11.360404	0	5
52	1	1	0	11.360404	2.4600001	5
53	1	1	0	11.360404	4.9200002	5
54	1	1	0	11.360404	7.3800006	5
55	1	1	0	11.360404	9.8400002	5
56	1	1	0	12.0707912	1.23	5
57	1	1	0	12.0707912	3.6900003	5
58	1	1	0	12.0707912	6.1500001	5
59	1	1	0	12.0707912	8.6099997	5
60	1	1	0	12.0707912	11.0699997	5
61	1	1	0	13.4901171	1.23	5
62	1	1	0	13.4901171	3.6900003	5
63	1	1	0	13.4901171	6.1500001	5
64	1	1	0	13.4901171	8.6099997	5
65	1	1	0	13.4901171	11.0699997	5
66	1	1	0	14.2005053	0	5
67	1	1	0	14.2005053	2.4600001	5
68	1	1	0	14.2005053	4.9200002	5
69	1	1	0	14.2005053	7.3800006	5
70	1	1	0	14.2005053	9.8400002	5
71	1	1	0	15.5947361	2.451021	5.0007
72	1	1	0	15.5995627	0.015621	5.0002999
73	1	1	0	15.602458	9.8374176	5.0002003
74	1	1	0	15.6236925	7.3782783	5.0001001
75	1	1	0	15.6386528	4.9110212	5.0004001
76	1	1	0	16.2872658	3.6559291	5.0014
77	1	1	0	16.2882309	8.6332474	5.0002999
78	1	1	0	16.2925758	1.23	5.0008001
79	1	1	0	16.3200836	11.0392504	5.0004001
80	1	1	0	16.3693085	6.1488929	5.0002003
81	1	2	0	17.3359566	3.5486729	5.0033998
82	1	2	0	17.3629837	8.7220536	5.0005002
83	1	2	0	17.3769779	1.22139	5.0012999
84	1	2	0	17.4049683	11.0398645	5.0006003
85	1	1	0	17.91749	6.3193708	4.9996
86	1	2	0	18.1443119	6.9203492	4.0907998
87	1	2	0	18.1447945	6.9201026	5.9083004
88	1	2	0	18.9338456	4.6150828	4.0753999
89	1	2	0	18.9362584	4.6168051	5.9236002
90	1	1	0	19.0076828	5.230206	4.9989
91	1	1	0	20.3908157	5.907075	4.9965
92	1	2	0	20.4747868	6.5539322	4.0946002
93	1	2	0	20.4757519	6.5589748	5.8947002
94	1	2	0	21.5094815	4.26933	4.0953002
95	1	2	0	21.5094815	4.2737579	5.9058
96	1	1	0	21.5625668	4.914834	4.9990002
97	1	1	0	22.8810292	5.7012959	4.9972
98	1	2	0	22.9080564	6.3575015	5.8959002
99	1	2	0	22.9085388	6.352458	4.0949001
100	1	2	0	24.1299992	4.1657639	5.9069996
101	1	1	0	24.1304817	4.8090544	5.0002003
102	1	2	0	24.1309662	4.1615825	4.0963001
103	1	2	0	25.3524246	6.3565169	5.8986002
104	1	2	0	25.3529091	6.3534422	4.0976
105	1	1	0	25.3799343	5.7012959	4.9992
106	1	1	0	26.6983948	4.914834	5.0010004
107	1	2	0	26.7510014	4.2727742	5.9070998
108	1	2	0	26.7519646	4.2703142	4.0966001
109	1	2	0	27.7856941	6.5570069	5.8999996
110	1	2	0	27.7856941	6.5560231	4.0998001
111	1	1	0	27.8701478	5.907075	5.0002999
112	1	1	0	29.2527962	5.230206	5.0005002
113	1	2	0	29.3256703	4.6156979	4.0764999
114	1	2	0	29.3256703	4.61619	5.9248
115	1	2	0	30.116169	6.9204722	5.909
116	1	2	0	30.116169	6.9201026	4.0914001
117	1	1	0	30.3434754	6.3193708	5.0002999
118	1	2	0	30.8559972	11.0398645	5
119	1	2	0	30.8839856	1.22139	5.0002003
120	1	2	0	30.8979816	8.7220536	4.9999
121	1	2	0	30.925007	3.5486729	5.0007
122	1	1	0	31.8911724	6.1490164	5.0002003
123	1	1	0	31.9403992	11.0392504	5
124	1	1	0	31.9683876	1.23	5.0001001
125	1	1	0	31.97225	8.6332474	5
126	1	1	0	31.9736978	3.6559291	5.0002999
127	1	1	0	32.6223107	4.9110212	5.0002003
